          41
   0.00000000          1.00000000          1.00000000    
   5.00000007E-02      1.00000000          1.00000000    
  0.100000001          1.00000000          1.00000000    
  0.150000006          1.00000000          1.00000000    
  0.200000003          1.00000000          1.00000000    
  0.250000000          1.00000000          1.00000000    
  0.300000012          1.00000000          1.00000000    
  0.349999994          1.00000000          1.00000000    
  0.400000006          1.00000000          1.00000000    
  0.450000018          1.00000000         0.999998629    
  0.500000000          1.00000000         0.999998629    
  0.550000012         0.500000000         0.999968171    
  0.600000024         0.500000000         0.999968171    
  0.650000036         0.500000000         0.999485791    
  0.699999988         0.500000000         0.999485791    
  0.750000000         0.500000000         0.994248211    
  0.800000012         0.500000000         0.994248211    
  0.850000024         0.500000000         0.956930816    
  0.900000036         0.500000000         0.956930816    
  0.949999988         0.500000000         0.799368501    
   1.00000000         0.500000000         0.799368501    
   1.05000007         0.500000000         0.500000000    
   1.10000002         0.500000000         0.500000000    
   1.14999998         0.500000000         0.500000000    
   1.20000005         0.500000000         0.500000000    
   1.25000000         0.500000000         0.500000000    
   1.30000007         0.500000000         0.500000000    
   1.35000002         0.500000000         0.500000000    
   1.39999998         0.500000000         0.500000000    
   1.45000005         0.500000000         0.500000000    
   1.50000000         0.500000000         0.500000000    
   1.55000007         0.500000000         0.500000000    
   1.60000002         0.500000000         0.500000000    
   1.64999998         0.500000000         0.500000000    
   1.70000005         0.500000000         0.500000000    
   1.75000000         0.500000000         0.500000000    
   1.80000007         0.500000000         0.500000000    
   1.85000002         0.500000000         0.500000000    
   1.89999998         0.500000000         0.500000000    
   1.95000005         0.500000000         0.500000000    
   2.00000000         0.500000000         0.500000000    
